Unidade Pai;CodigoOriginal;DescricaoOriginal;SituacaoOriginal;UnOriginal;TipologiaOriginal;Item Fundo;SituacaoFundo;ClonesLista;PrensadoRevisado
ARGAMASSAS;8016613;SELAFACIL MS INCOLOR CX 12UN        P/ME;FP;cx;OUTRA;;;[];Nao
ARGAMASSAS;8016614;SELAFACIL MS INCOLOR CX 12UN        P/ME;FP;cx;OUTRA;;;[];Nao
ARGAMASSAS;8016599;SELAFACIL PESSEGO CX 12UN           P/ME;FP;cx;OUTRA;;;[];Nao
ARGAMASSAS;8016600;SELAFACIL PRETO CX 12UN             P/ME;FP;cx;OUTRA;;;[];Nao
ARGAMASSAS;8016601;SELAFACIL SALMON CX 12UN            P/ME;FP;cx;OUTRA;;;[];Nao
ARGAMASSAS;8016603;SELAFACIL VERDE CX 12UN             P/ME;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1402900;SELAFACIL BEGE CX 12UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404121;SELAFACIL BEGE CX 12UN              P/ME;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1402889;SELAFACIL BRANCO CX 12UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404130;SELAFACIL BRANCO CX 12UN            P/ME;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1402919;SELAFACIL CAFE CX 12UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404148;SELAFACIL CAFE CX 12UN              P/ME;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1402897;SELAFACIL CINZA CX 12UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404156;SELAFACIL CINZA CX 12UN             P/ME;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1402943;SELAFACIL MARFIM CX 12UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404164;SELAFACIL MARFIM CX 12UN            P/ME;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;8014071;SELAFACIL MARROM CX 12UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404911;SELAFACIL MS BEGE CX 12UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404920;SELAFACIL MS BRANCO CX 12UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404938;SELAFACIL MS CAFE CX 12UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404946;SELAFACIL MS CINZA CX 12UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404890;SELAFACIL MS INCOLOR CX 12UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404954;SELAFACIL MS MARFIM CX 12UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404962;SELAFACIL MS PESSEGO CX 12UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404970;SELAFACIL MS PRETO CX 12UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404989;SELAFACIL MS SALMON CX 12UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404997;SELAFACIL MS VERDE CX 12UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1402927;SELAFACIL PESSEGO CX 12UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404172;SELAFACIL PESSEGO CX 12UN           P/ME;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1402870;SELAFACIL PRETO CX 12UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404180;SELAFACIL PRETO CX 12UN             P/ME;FP;CX;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1402951;SELAFACIL SALMON CX 12UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404199;SELAFACIL SALMON CX 12UN            P/ME;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1402935;SELAFACIL VERDE CX 12UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404202;SELAFACIL VERDE CX 12UN             P/ME;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404210;SELAFACIL BEGE SACHE 600ml-CX 20UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404229;SELAFACIL BRANCO SACHE 600ml-CX 20UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404237;SELAFACIL CAFE SACHE 600ml-CX 20UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404245;SELAFACIL CINZA SACHE 600ml-CX 20UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404253;SELAFACIL MARFIM SACHE 600ml-CX 20UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1405004;SELAFACIL MS BEGE SACHE 600ml-CX 20UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1405012;SELAFACIL MS BRANCO SACHE 600ml-CX 20UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1405020;SELAFACIL MS CAFE SACHE 600ml-CX 20UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1405039;SELAFACIL MS CINZA SACHE 600ml-CX 20UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404903;SELAFACIL MS INCOLOR SACHE 600ml-CX 20UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1405047;SELAFACIL MS MARFIM SACHE 600ml-CX 20UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1405055;SELAFACIL MS PESSEGO SACHE 600ml-CX 20UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1405063;SELAFACIL MS PRETO SACHE 600ml-CX 20UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1405071;SELAFACIL MS SALMON SACHE 600ml-CX 20UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1405080;SELAFACIL MS VERDE SACHE 600ml-CX 20UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404261;SELAFACIL PESSEGO SACHE 600ml-CX 20UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404270;SELAFACIL PRETO SACHE 600ml-CX 20UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404288;SELAFACIL SALMON SACHE 600ml-CX 20UN;FP;cx;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404296;SELAFACIL VERDE SACHE 600ml-CX 20UN;FP;cx;OUTRA;;;[];Nao
SC 1;169129;xEXPOSITOR VILLA RUSTICA P/ MI;FP;pc;OUTRA;;;[];Nao
SC 1;169323;PAINEL DE PRODUTO CERAMICO 1,20x0,80;FP;pc;OUTRA;;;[];Nao
SC 1;169404;XXXXXEXP. PAINEL C/ PROD. COLADO 1,20x0,;FP;pc;OUTRA;;;[];Nao
El.Artistica SC;8008349;PROJETO CANDIDO PORTINARI 7,8x15M;FP;PC;PORC GL;8007635;FP;[];Nao
El.Artistica SC;975168;FUNDO NEO CALIFORNIA T-10 TAUPE;FP;pc;PORC GL;;;[];Nao
El.Artistica SC;934933;DESTAQUE EM VENDAS FEV/96;FP;m2;MONOPOROSA;155330;FP;[];Nao
El.Artistica SC;934941;DESTAQUE EM VENDAS JAN/96;FP;m2;MONOPOROSA;135321;FP;[];Nao
El.Polliart;1520032;MOSAICO DG-2700                     P/ME;FP;pc;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1401599;EMBALAGEM PAPELAO JUNTA PLUS FINA  = 4KG;FP;um;Sem Tipologia;;;[];Nao
ARGAMAS. MATRIZ;1401602;EMBALAGEM PAPELAO JUNTA PLUS LARGA = 5KG;FP;um;Sem Tipologia;;;[];Nao
SC 1;8014112;RET 13 BR 10X10 CM;FP;m2;MONOQUEIMA;;;[];Nao
SC 1;8014068;RETRO BRANCO 10X10*;FP;m2;MONOQUEIMA;;;[];Nao
El.Artistica SC;8013734;ANJO DA GUARDA 10X10*;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
El.Artistica SC;8013750;ANJO GABRIEL BASILICA 10X10;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
El.Artistica SC;8013749;ANJO MIGUEL BASILICA 10X10;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
El.Artistica SC;8013751;ANJO RAFAEL BASILICA 10X10;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
El.Artistica SC;8013743;BOTAO VERMELHO 10X10*;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
El.Artistica SC;8013737;IDEO. AMOR 10X10*;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
El.Artistica SC;8013738;IDEO. FELICIDADE 10X10*;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
El.Artistica SC;8013739;IDEO. HARMONIA 10X10*;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
El.Artistica SC;8013740;IDEO. PAZ 10X10*;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
El.Artistica SC;8013741;IDEO. PROSPERIDADE 10X10*;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
El.Artistica SC;8013742;IDEO. VIDA 10X10*;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
El.Artistica SC;8013736;N.SRA DAS GRACAS 10x10*;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
El.Artistica SC;8013722;RETRO BLOSSOM 10X10 CM**;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
El.Artistica SC;8013723;RETRO FLASH BLACK 10X10 CM**;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
El.Artistica SC;8013724;RETRO FLASH DOURADO 10X10 CM**;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
El.Artistica SC;8013725;RETRO FLASH ROUGE 10X10 CM**;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
El.Artistica SC;8013726;RETRO FRACTAL 10X10 CM**;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
El.Artistica SC;8013727;RETRO GLOW BLACK 10X10 CM**;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
El.Artistica SC;8013728;RETRO GLOW DOURADO 10X10 CM**;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
El.Artistica SC;8013729;RETRO GLOW ROUGE 10X10 CM**;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
El.Artistica SC;8013730;RETRO HIPPIE 10X10 CM**;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
El.Artistica SC;8013731;RETRO NEO DECO 10X10 CM**;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
El.Artistica SC;8013732;RETRO NEON BLACK 10X10 CM**;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
El.Artistica SC;8013733;RETRO NEON DOURADO 10X10 CM**;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
El.Artistica SC;8013744;RETRO NEON ROUGE 10X10 CM**;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
El.Artistica SC;8013735;JESUS MISERICORDIOSO 10X10*;FP;pc;MONOQUEIMA;8013022;FP;[];Nao
ARGAMAS. MATRIZ;1402960;COD. SELAFACIL AREIA 310 ML;FP;um;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1403028;COD. SELAFACIL BEGE 310 ML;FP;um;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1402978;COD. SELAFACIL BRANCO 310 ML;FP;um;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1403001;COD. SELAFACIL CAFE 310 ML;FP;um;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1402986;COD. SELAFACIL CINZA 310 ML;FP;um;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1404881;COD. SELAFACIL MS INCOLOR 310 ML;FP;um;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1403010;COD. SELAFACIL PESSEGO 310 ML;FP;um;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1402994;COD. SELAFACIL PRETO 310 ML;FP;um;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1403036;COD. SELAFACIL SALMON 310 ML;FP;um;OUTRA;;;[];Nao
ARGAMAS. MATRIZ;1403044;COD. SELAFACIL VERDE 310 ML;FP;um;OUTRA;;;[];Nao
El.Artistica SC;8022346;PAINEL FERNANDES;FP;m2;MONOPOROSA;192104;FP;[];Nao
El.Artistica SC;8028996;PECA SESC 2015 20X20;FP;m2;MONOPOROSA;186023;FP;[];Nao
Art. I - SC;8052177;FUNDO BRANCO MONET AGAVE AC 20X20 21pçs;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8052198;FUNDO BRANCO MONET CORAL AC 20X20 21pçs;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8052219;FUNDO BRANCO MONET MARINE AC 20X20 21pçs;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051791;FUNDO PAINEL MONET AGAVE AC 20X20 1;FP;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051797;FUNDO PAINEL MONET AGAVE AC 20X20 10;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051798;FUNDO PAINEL MONET AGAVE AC 20X20 11;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051799;FUNDO PAINEL MONET AGAVE AC 20X20 13;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051800;FUNDO PAINEL MONET AGAVE AC 20X20 14;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051801;FUNDO PAINEL MONET AGAVE AC 20X20 15;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051802;FUNDO PAINEL MONET AGAVE AC 20X20 19;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051792;FUNDO PAINEL MONET AGAVE AC 20X20 2;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051803;FUNDO PAINEL MONET AGAVE AC 20X20 20;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051804;FUNDO PAINEL MONET AGAVE AC 20X20 21;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051805;FUNDO PAINEL MONET AGAVE AC 20X20 25;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051806;FUNDO PAINEL MONET AGAVE AC 20X20 26;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051807;FUNDO PAINEL MONET AGAVE AC 20X20 27;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051808;FUNDO PAINEL MONET AGAVE AC 20X20 28;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051793;FUNDO PAINEL MONET AGAVE AC 20X20 3;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051809;FUNDO PAINEL MONET AGAVE AC 20X20 31;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051810;FUNDO PAINEL MONET AGAVE AC 20X20 32;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051911;FUNDO PAINEL MONET AGAVE AC 20X20 33;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051912;FUNDO PAINEL MONET AGAVE AC 20X20 37;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051913;FUNDO PAINEL MONET AGAVE AC 20X20 38;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051914;FUNDO PAINEL MONET AGAVE AC 20X20 39;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051915;FUNDO PAINEL MONET AGAVE AC 20X20 40;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051916;FUNDO PAINEL MONET AGAVE AC 20X20 41;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051917;FUNDO PAINEL MONET AGAVE AC 20X20 44;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051918;FUNDO PAINEL MONET AGAVE AC 20X20 45;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051919;FUNDO PAINEL MONET AGAVE AC 20X20 46;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051920;FUNDO PAINEL MONET AGAVE AC 20X20 48;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051921;FUNDO PAINEL MONET AGAVE AC 20X20 49;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051922;FUNDO PAINEL MONET AGAVE AC 20X20 50;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051923;FUNDO PAINEL MONET AGAVE AC 20X20 51;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051924;FUNDO PAINEL MONET AGAVE AC 20X20 52;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051925;FUNDO PAINEL MONET AGAVE AC 20X20 53;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051926;FUNDO PAINEL MONET AGAVE AC 20X20 54;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051927;FUNDO PAINEL MONET AGAVE AC 20X20 55;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051928;FUNDO PAINEL MONET AGAVE AC 20X20 56;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051929;FUNDO PAINEL MONET AGAVE AC 20X20 57;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051794;FUNDO PAINEL MONET AGAVE AC 20X20 7;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051795;FUNDO PAINEL MONET AGAVE AC 20X20 8;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051796;FUNDO PAINEL MONET AGAVE AC 20X20 9;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051811;FUNDO PAINEL MONET CORAL AC 20X20 1;FP;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051817;FUNDO PAINEL MONET CORAL AC 20X20 10;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051818;FUNDO PAINEL MONET CORAL AC 20X20 11;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051819;FUNDO PAINEL MONET CORAL AC 20X20 13;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051820;FUNDO PAINEL MONET CORAL AC 20X20 14;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051821;FUNDO PAINEL MONET CORAL AC 20X20 15;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051822;FUNDO PAINEL MONET CORAL AC 20X20 19;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051812;FUNDO PAINEL MONET CORAL AC 20X20 2;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051823;FUNDO PAINEL MONET CORAL AC 20X20 20;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051824;FUNDO PAINEL MONET CORAL AC 20X20 21;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051825;FUNDO PAINEL MONET CORAL AC 20X20 25;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051826;FUNDO PAINEL MONET CORAL AC 20X20 26;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051827;FUNDO PAINEL MONET CORAL AC 20X20 27;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051828;FUNDO PAINEL MONET CORAL AC 20X20 28;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051813;FUNDO PAINEL MONET CORAL AC 20X20 3;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051829;FUNDO PAINEL MONET CORAL AC 20X20 31;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051830;FUNDO PAINEL MONET CORAL AC 20X20 32;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051930;FUNDO PAINEL MONET CORAL AC 20X20 33;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051931;FUNDO PAINEL MONET CORAL AC 20X20 37;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051932;FUNDO PAINEL MONET CORAL AC 20X20 38;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051933;FUNDO PAINEL MONET CORAL AC 20X20 39;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051934;FUNDO PAINEL MONET CORAL AC 20X20 40;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051935;FUNDO PAINEL MONET CORAL AC 20X20 41;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051936;FUNDO PAINEL MONET CORAL AC 20X20 44;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051937;FUNDO PAINEL MONET CORAL AC 20X20 45;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051938;FUNDO PAINEL MONET CORAL AC 20X20 46;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051939;FUNDO PAINEL MONET CORAL AC 20X20 48;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051940;FUNDO PAINEL MONET CORAL AC 20X20 49;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051941;FUNDO PAINEL MONET CORAL AC 20X20 50;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051942;FUNDO PAINEL MONET CORAL AC 20X20 51;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051943;FUNDO PAINEL MONET CORAL AC 20X20 52;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051944;FUNDO PAINEL MONET CORAL AC 20X20 53;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051945;FUNDO PAINEL MONET CORAL AC 20X20 54;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051946;FUNDO PAINEL MONET CORAL AC 20X20 55;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051947;FUNDO PAINEL MONET CORAL AC 20X20 56;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051948;FUNDO PAINEL MONET CORAL AC 20X20 57;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051814;FUNDO PAINEL MONET CORAL AC 20X20 7;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051815;FUNDO PAINEL MONET CORAL AC 20X20 8;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051816;FUNDO PAINEL MONET CORAL AC 20X20 9;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051831;FUNDO PAINEL MONET MARINE AC 20X20 1;FP;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051837;FUNDO PAINEL MONET MARINE AC 20X20 10;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051838;FUNDO PAINEL MONET MARINE AC 20X20 11;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051839;FUNDO PAINEL MONET MARINE AC 20X20 13;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051840;FUNDO PAINEL MONET MARINE AC 20X20 14;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051841;FUNDO PAINEL MONET MARINE AC 20X20 15;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051842;FUNDO PAINEL MONET MARINE AC 20X20 19;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051832;FUNDO PAINEL MONET MARINE AC 20X20 2;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051843;FUNDO PAINEL MONET MARINE AC 20X20 20;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051844;FUNDO PAINEL MONET MARINE AC 20X20 21;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051845;FUNDO PAINEL MONET MARINE AC 20X20 25;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051846;FUNDO PAINEL MONET MARINE AC 20X20 26;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051847;FUNDO PAINEL MONET MARINE AC 20X20 27;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051848;FUNDO PAINEL MONET MARINE AC 20X20 28;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051833;FUNDO PAINEL MONET MARINE AC 20X20 3;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051849;FUNDO PAINEL MONET MARINE AC 20X20 31;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051850;FUNDO PAINEL MONET MARINE AC 20X20 32;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051949;FUNDO PAINEL MONET MARINE AC 20X20 33;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051950;FUNDO PAINEL MONET MARINE AC 20X20 37;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051951;FUNDO PAINEL MONET MARINE AC 20X20 38;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051952;FUNDO PAINEL MONET MARINE AC 20X20 39;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051953;FUNDO PAINEL MONET MARINE AC 20X20 40;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051954;FUNDO PAINEL MONET MARINE AC 20X20 41;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051955;FUNDO PAINEL MONET MARINE AC 20X20 44;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051956;FUNDO PAINEL MONET MARINE AC 20X20 45;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051957;FUNDO PAINEL MONET MARINE AC 20X20 46;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051958;FUNDO PAINEL MONET MARINE AC 20X20 48;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051959;FUNDO PAINEL MONET MARINE AC 20X20 49;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051960;FUNDO PAINEL MONET MARINE AC 20X20 50;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051961;FUNDO PAINEL MONET MARINE AC 20X20 51;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051962;FUNDO PAINEL MONET MARINE AC 20X20 52;PL;pc;MONOPOROSA;8046681;FP;[];Nao
Art. I - SC;8051963;FUNDO PAINEL MONET MARINE AC 20X20 53;PL;pc;MONOPOROSA;8046681;FP;[];Nao
