CodigoOriginal;DescOriginal;SituacaoOriginal;UnOriginal;TipologiaOriginal;PrensadoOriginal;Dimensao;Nome Mae;Acabamento Superficie;Unidade Pai;Polo;Item Fundo;PrensadoFundo;SituacaoFundo;UnidadePaiFundo;PoloFundo;ClonesLista;PrensadoRevisado;Validado;UnidadePaiNorm;DimensaoNorm;AcabamentoNorm
971057;PASSEIO CHAMPAGNE RODAPE 31#;FP;pc;MONOQUEIMA;Nao;7,5X31;PASSEIO CHAMPAGNE RODAPE 31#;;El.Artistica SC;Mohawk (SC);1810049;Nao;FP;CD SC-I MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;7.5X31;
971065;PASSEIO GRAY RODAPE 31#;FP;pc;MONOQUEIMA;Nao;7,5X31;PASSEIO GRAY RODAPE 31#;;El.Artistica SC;Mohawk (SC);1810057;Nao;FP;CD SC-I MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;7.5X31;
970484;PEGASO GELO RODAPE 31#;FP;pc;MONOQUEIMA;Nao;7,5X31;PEGASO GELO RODAPE 31#;;El.Artistica SC;Mohawk (SC);1700146;Nao;FP;CD SP-II MI(GB);ARGAMASSA (SP);[];Nao;True;EL.ARTISTICASC;7.5X31;
970433;PIAZZE BEIGE RODAPE 31#;FP;pc;MONOQUEIMA;Nao;7,5X31;PIAZZE BEIGE RODAPE 31#;;El.Artistica SC;Mohawk (SC);1710818;Nao;FP;CD SP -I MI(BT);ARGAMASSA (SP);[];Nao;True;EL.ARTISTICASC;7.5X31;
970425;PIAZZE BONE RODAPE 31#;FP;pc;MONOQUEIMA;Nao;7,5X31;PIAZZE BONE RODAPE 31#;;El.Artistica SC;Mohawk (SC);1710800;Nao;FP;CD SP -I MI(BT);ARGAMASSA (SP);[];Nao;True;EL.ARTISTICASC;7.5X31;
970417;PIAZZE COTTO RODAPE 31#;FP;pc;MONOQUEIMA;Nao;7,5X31;PIAZZE COTTO RODAPE 31#;;El.Artistica SC;Mohawk (SC);1710796;Nao;FP;CD SP -I MI(BT);ARGAMASSA (SP);[];Nao;True;EL.ARTISTICASC;7.5X31;
970441;PIAZZE WHITE RODAPE 31#;FP;pc;MONOQUEIMA;Nao;7,5X31;PIAZZE WHITE RODAPE 31#;;El.Artistica SC;Mohawk (SC);1710826;Nao;FP;CD SP -I MI(BT);ARGAMASSA (SP);[];Nao;True;EL.ARTISTICASC;7.5X31;
8012745;RIMIN BO RODAPE 7,5X31;FP;pc;MONOQUEIMA;Nao;7,5X31;RIMIN BO RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8012740;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;7.5X31;ACETINADO
8014095;RIMIN TP RODAPE 7,5X31;FP;PC;MONOQUEIMA;Nao;7,5X31;RIMIN TP RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8012125;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;7.5X31;ACETINADO
970409;SIERRA ALMOND RODAPE 31#;FP;pc;MONOQUEIMA;Nao;7,5X31;SIERRA ALMOND RODAPE 31#;ACETINADO;El.Artistica SC;Mohawk (SC);1710788;Nao;FP;CD SP -I MI(BT);ARGAMASSA (SP);[];Nao;True;EL.ARTISTICASC;7.5X31;ACETINADO
970379;SIERRA BONE RODAPE 31#;FP;pc;MONOQUEIMA;Nao;7,5X31;SIERRA BONE RODAPE 31#;;El.Artistica SC;Mohawk (SC);1840711;Nao;FP;CD SC-I MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;7.5X31;
970387;SIERRA COTTO RODAPE 31#;FP;pc;MONOQUEIMA;Nao;7,5X31;SIERRA COTTO RODAPE 31#;;El.Artistica SC;Mohawk (SC);1710761;Nao;FP;CD SP -I MI(BT);ARGAMASSA (SP);[];Nao;True;EL.ARTISTICASC;7.5X31;
970395;SIERRA SILVER RODAPE 31#;FP;pc;MONOQUEIMA;Nao;7,5X31;SIERRA SILVER RODAPE 31#;;El.Artistica SC;Mohawk (SC);1710770;Nao;FP;CD SP -I MI(BT);ARGAMASSA (SP);[];Nao;True;EL.ARTISTICASC;7.5X31;
8010163;SOFT TEXTIL BRANCO BR RODAPE 7,5X31;FP;pc;MONOQUEIMA;Nao;7,5X31;SOFT TEXTIL BRANCO BR RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8009922;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;7.5X31;BRILHANTE
971111;SUPERCARGO ALPE RODAPE 31#;FP;pc;MONOQUEIMA;Nao;7,5X31;SUPERCARGO ALPE RODAPE 31#;;El.Artistica SC;Mohawk (SC);1810065;Nao;FP;CD SC-I MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;7.5X31;
971090;SUPERCARGO GELO RODAPE 31#;FP;pc;MONOQUEIMA;Nao;7,5X31;SUPERCARGO GELO RODAPE 31#;;El.Artistica SC;Mohawk (SC);1810073;Nao;FP;CD SC-I MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;7.5X31;
971103;SUPERCARGO MARFIM RODAPE 31#;FP;pc;MONOQUEIMA;Nao;7,5X31;SUPERCARGO MARFIM RODAPE 31#;;El.Artistica SC;Mohawk (SC);1810081;Nao;FP;CD SC-I MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;7.5X31;
971073;TRAVERTINE ALPE RODAPE 31#;FP;pc;MONOQUEIMA;Nao;7,5X31;TRAVERTINE ALPE RODAPE 31#;;El.Artistica SC;Mohawk (SC);1810090;Nao;FP;CD SC-I MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;7.5X31;
971081;TRAVERTINE MARFIM RODAPE 31#;FP;pc;MONOQUEIMA;Nao;7,5X31;TRAVERTINE MARFIM RODAPE 31#;;El.Artistica SC;Mohawk (SC);1810103;Nao;FP;CD SC-I MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;7.5X31;
981800;TUNIS GRAFITE RODAPE 31#;FP;pc;MONOQUEIMA;Nao;7,5X31;TUNIS GRAFITE RODAPE 31#;ACETINADO;El.Artistica SC;Mohawk (SC);603864;Nao;FP;Eliane Parana;ELIANE PR;[];Nao;True;EL.ARTISTICASC;7.5X31;ACETINADO
8010392;TUNIS SABBIA RODAPE 7,5X31;FP;pc;MONOQUEIMA;Nao;7,5X31;TUNIS SABBIA RODAPE;;El.Artistica SC;Mohawk (SC);8010731;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;7.5X31;
963259;URBANUS BEIGE RODAPE#;FP;pc;MONOQUEIMA;Nao;7,5X31;URBANUS BEIGE RODAPE#;;El.Artistica SC;Mohawk (SC);1710095;Nao;FP;CD SP -I MI(BT);ARGAMASSA (SP);[];Nao;True;EL.ARTISTICASC;7.5X31;
962856;URBANUS BONE RODAPE#;FP;pc;MONOQUEIMA;Nao;7,5X31;URBANUS BONE RODAPE#;;El.Artistica SC;Mohawk (SC);1710206;Nao;FP;CD SP -I MI(BT);ARGAMASSA (SP);[];Nao;True;EL.ARTISTICASC;7.5X31;
963240;URBANUS GRAFITE RODAPE#;FP;pc;MONOQUEIMA;Nao;7,5X31;URBANUS GRAFITE RODAPE#;ACETINADO;El.Artistica SC;Mohawk (SC);1810359;Nao;FP;CD SC-I MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;7.5X31;ACETINADO
962864;URBANUS GRAY RODAPE#;FP;pc;MONOQUEIMA;Nao;7,5X31;URBANUS GRAY RODAPE#;ACETINADO;El.Artistica SC;Mohawk (SC);1810367;Nao;FP;CD SC-I MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;7.5X31;ACETINADO
989819;VERMONT BEIGE RODAPE 31;FP;PC;MONOQUEIMA;Nao;7,5X31;VERMONT BEIGE RODAPE 31;;El.Artistica SC;Mohawk (SC);1840924;Nao;FP;CD SC-I MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;7.5X31;
989827;VERMONT GOLD RODAPE 31;FP;PC;MONOQUEIMA;Nao;7,5X31;VERMONT GOLD RODAPE 31;;El.Artistica SC;Mohawk (SC);1840932;Nao;FP;CD SC-I MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;7.5X31;
989835;VERMONT NOCE RODAPE 31;FP;PC;MONOQUEIMA;Nao;7,5X31;VERMONT NOCE RODAPE 31;;El.Artistica SC;Mohawk (SC);1840959;Nao;FP;CD SC-I MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;7.5X31;
8010073;ILLUSIONE BEIGE RODAPE 30#;FP;pc;MONOQUEIMA;Nao;7,5x30;ILLUSIONE BEIGE RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);159859;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;7.5X30;BRILHANTE
8010074;ILLUSIONE CARAMEL RODAPE 30#;FP;pc;MONOQUEIMA;Nao;7,5x30;ILLUSIONE CARAMEL RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);313130;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;7.5X30;BRILHANTE
8010075;ILLUSIONE ICE RODAPE 30#;FP;pc;MONOQUEIMA;Nao;7,5x30;ILLUSIONE ICE RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);159905;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;7.5X30;BRILHANTE
8010076;ANDARAI BEIGE RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;ANDARAI BEIGE RODAPE 45;ACETINADO;El.Artistica SC;Mohawk (SC);319988;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8010077;ANDARAI GRAY RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;ANDARAI GRAY RODAPE 45;ACETINADO;El.Artistica SC;Mohawk (SC);8019390;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8015601;CONNECT TAUPE RE RODAPE 8,5x45;FP;pc;MONOQUEIMA;Nao;8,5X45;CONNECT TAUPE RE RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8012169;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8015602;EXPLORER BEIGE RE RODAPE 8,5x45;FP;pc;MONOQUEIMA;Nao;8,5X45;EXPLORER BEIGE RE RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8014348;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8015603;EXPLORER GRAY RE RODAPE 8,5x45;FP;pc;MONOQUEIMA;Nao;8,5X45;EXPLORER GRAY RE RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8014351;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8024132;PARATY DUAL FENDI AC RS 8,5x45;FP;pc;MONOQUEIMA;Nao;8,5X45;PARATY DUAL FENDI AC RS;ACETINADO;El.Artistica SC;Mohawk (SC);8023102;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8015599;PARATY FENDI AC RODAPE 8,5x45;FP;pc;MONOQUEIMA;Nao;8,5X45;PARATY FENDI AC RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8019431;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8015600;PARATY SAND AC RODAPE 8,5x45;FP;pc;MONOQUEIMA;Nao;8,5X45;PARATY SAND AC RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8012166;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8015597;PETREO BONE BR RODAPE 8,5x45;FP;pc;MONOQUEIMA;Nao;8,5X45;PETREO BONE BR RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8019433;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8015598;PETREO FENDI BR RODAPE 8,5x45;FP;pc;MONOQUEIMA;Nao;8,5X45;PETREO FENDI BR RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8014622;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8016038;PETREO FENDI RODAPE 8,5X45;FP;pc;MONOQUEIMA;Nao;8,5X45;PETREO FENDI RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8014622;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8010078;TRAVERTINE ALPE RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;TRAVERTINE ALPE RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);321540;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8010079;TRAVERTINE MARFIM RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;TRAVERTINE MARFIM RODAPE 45;BRILHANTE;El.Artistica SC;Mohawk (SC);8019448;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8010002;VINTAGE SAND RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;VINTAGE SAND RODAPE 45;;El.Artistica SC;Mohawk (SC);314960;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;
967262;CAMBURI BRANCO RODAPE DUPLO 31;FP;pc;MONOQUEIMA;Nao;5X31;CAMBURI BRANCO RODAPE DUPLO 31;;El.Artistica SC;Mohawk (SC);1810014;Nao;FP;CD SC-I MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;5X31;
8007424;AMARALINA ALPE RODAPE 41#;FP;pc;MONOQUEIMA;Nao;8,5X41;AMARALINA ALPE RODAPE 41#;ACETINADO;El.Artistica SC;Mohawk (SC);320200;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X41;ACETINADO
991040;AMARALINA MARFIM RODAPE 41#;FP;PC;MONOQUEIMA;Nao;8,5X41;AMARALINA MARFIM RODAPE 41#;ACETINADO;El.Artistica SC;Mohawk (SC);320170;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X41;ACETINADO
970514;CAMBURI BRANCO RODAPE 41#;FP;pc;MONOQUEIMA;Nao;8,5X41;CAMBURI BRANCO RODAPE 41#;BRILHANTE;El.Artistica SC;Mohawk (SC);8007873;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X41;BRILHANTE
971260;CARGO WHITE RODAPE 41#;FP;pc;MONOQUEIMA;Nao;8,5X41;CARGO WHITE RODAPE 41#;;El.Artistica SC;Mohawk (SC);1710737;Nao;FP;CD SP -I MI(BT);ARGAMASSA (SP);[];Nao;True;EL.ARTISTICASC;8.5X41;
990566;DUOMO BIANCO RODAPE 8,5X41;FP;pc;MONOQUEIMA;Nao;8,5X41;DUOMO BIANCO RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);1605542;Nao;FP;BA 1;Mohawk (BA);[];Nao;True;EL.ARTISTICASC;8.5X41;ACETINADO
970557;FOSSILE COTTO RODAPE 41#;FP;pc;MONOQUEIMA;Nao;8,5X41;FOSSILE COTTO RODAPE 41#;ACETINADO;El.Artistica SC;Mohawk (SC);1790021;Nao;FP;CD SC-II MI(DL);Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X41;ACETINADO
980390;IPIRA ALMOND RODAPE 41;FP;pc;MONOQUEIMA;Nao;8,5X41;IPIRA ALMOND RODAPE 41;ACETINADO;El.Artistica SC;Mohawk (SC);1840347;Nao;FP;CD SC-I MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X41;ACETINADO
8007448;MARMI RISCATTO ALPE RODAPE 41#;FP;PC;MONOQUEIMA;Nao;8,5X41;AMARALINA ALPE RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);320200;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X41;ACETINADO
983462;MISTRAL GRIS RODAPE 41;FP;pc;MONOQUEIMA;Nao;8,5X41;MISTRAL GRIS RODAPE 41;;El.Artistica SC;Mohawk (SC);1840371;Nao;FP;CD SC-I MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X41;
8008072;PARATY BEGE AC RODAPE 41;FP;pc;MONOQUEIMA;Nao;8,5X41;PARATY BEGE AC RODAPE 41;ACETINADO;El.Artistica SC;Mohawk (SC);8007732;Nao;FP;CD SC-I MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X41;ACETINADO
8008071;PARATY BRANCO AC RODAPE 41;FP;pc;MONOQUEIMA;Nao;8,5X41;PARATY BRANCO AC RODAPE 41;ACETINADO;El.Artistica SC;Mohawk (SC);8007732;Nao;FP;CD SC-I MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X41;ACETINADO
968285;PRADO WHITE RODAPE 41 P/ME;FP;pc;MONOQUEIMA;Nao;8,5X41;PRADO WHITE RODAPE 41 P/ME;;El.Artistica SC;Mohawk (SC);1605488;Nao;FP;BA 1;Mohawk (BA);[];Nao;True;EL.ARTISTICASC;8.5X41;
970751;TRAFFIC MASTER ALPE RODAPE 41#;FP;pc;MONOQUEIMA;Nao;8,5X41;TRAFFIC MASTER ALPE RODAPE 41#;;El.Artistica SC;Mohawk (SC);1790099;Nao;FP;CD SC-II MI(DL);Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X41;
970735;TRAFFIC MASTER GELO RODAPE 41#;FP;pc;MONOQUEIMA;Nao;8,5X41;TRAFFIC MASTER GELO RODAPE 41#;;El.Artistica SC;Mohawk (SC);1790072;Nao;FP;CD SC-II MI(DL);Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X41;
970743;TRAFFIC MASTER MARFIM RODAPE 41#;FP;pc;MONOQUEIMA;Nao;8,5X41;TRAFFIC MASTER MARFIM RODAPE 41#;;El.Artistica SC;Mohawk (SC);1790080;Nao;FP;CD SC-II MI(DL);Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X41;
8007632;TRAFIC ALPE RS 41;FP;pc;MONOQUEIMA;Nao;8,5X41;CARGO PLUS WHITE RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);264482;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X41;ACETINADO
968293;CAMBURI BRANCO RODAPE DUPLO 31;FP;pc;MONOQUEIMA;Nao;5X31;CAMBURI BRANCO RODAPE DUPLO 31;;El.Artistica SC;Mohawk (SC);811637;Nao;FP;Ornato;ORNATO (VITORIA);[];Nao;True;EL.ARTISTICASC;5X31;
8010218;AGATA BONE RODAPE 8,5X45;FP;pc;MONOQUEIMA;Nao;8,5X45;AGATA BONE RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8010037;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8014763;ASSIRIA ALPE RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;ASSIRIA ALPE RODAPE 45;BRILHANTE;El.Artistica SC;Mohawk (SC);8014760;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8014764;ASSIRIA GELO RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;ASSIRIA GELO RODAPE 45;BRILHANTE;El.Artistica SC;Mohawk (SC);8014761;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8014762;ASSIRIA MARFIM RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;ASSIRIA MARFIM RODAPE 45;BRILHANTE;El.Artistica SC;Mohawk (SC);8014759;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8010080;AVALLON BEGE RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;AVALLON BEGE RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8019391;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8010081;AVALLON BRANCO RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;AVALLON BRANCO RODAPE 45;ACETINADO;El.Artistica SC;Mohawk (SC);322440;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8015620;AVIGNON FENDI BR RODAPE 8,5x45;FP;pc;MONOQUEIMA;Nao;8,5X45;AVIGNON FENDI BR RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8014614;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8010003;CALACATA BIANCO BR RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;CALACATA BIANCO BR RODAPE 45;BRILHANTE;El.Artistica SC;Mohawk (SC);8019394;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8010004;CARGO PLUS BEIGE RODAPE 45;FP;PC;MONOQUEIMA;Nao;8,5X45;CARGO PLUS BEIGE RODAPE 45;;El.Artistica SC;Mohawk (SC);322377;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;
8010082;CARGO PLUS BONE RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;CARGO PLUS BONE RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);322903;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8010083;CARGO PLUS GRAY RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;CARGO PLUS GRAY RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);322385;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8010084;CARGO PLUS WHITE RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;CARGO PLUS WHITE RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8019398;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8010005;CARRARA BIANCO BR RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;CARRARA BIANCO BR RODAPE 45;BRILHANTE;El.Artistica SC;Mohawk (SC);8019399;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8015609;CHANEL NUDE AC RODAPE 8,5x45;FP;pc;MONOQUEIMA;Nao;8,5X45;CHANEL NUDE AC RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8010219;COPACABANA BG RODAPE 8,5X45;FP;pc;MONOQUEIMA;Nao;8,5X45;COPACABANA BG RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8010036;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8010006;DUNE GRIS RODAPE 8,5X45;FP;pc;MONOQUEIMA;Nao;8,5X45;DUNE GRIS RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8008292;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8010007;DUNE NOCE RODAPE 8,5X45;FP;pc;MONOQUEIMA;Nao;8,5X45;DUNE NOCE RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8008294;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8010008;DUNE SAND RODAPE 8,5X45;FP;pc;MONOQUEIMA;Nao;8,5X45;DUNE SAND RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8008293;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8015616;ECOCEMENT GRAY RODAPE 8,5x45;FP;pc;MONOQUEIMA;Nao;8,5X45;ECOCEMENT GRAY RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8014613;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8015617;ECOCEMENT OFF-WHITE RODAPE 8,5x45;FP;pc;MONOQUEIMA;Nao;8,5X45;ECOCEMENT OFF-WHITE RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8014612;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8016973;ECOCEMENT SAND RODAPE 8,5x45;FP;pc;MONOQUEIMA;Nao;8,5X45;ECOCEMENT SAND RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8015191;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8010085;ETIENNE BRANCO AC RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;ETIENNE BRANCO AC RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8019413;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8010086;ETIENNE BRANCO BR RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;ETIENNE BRANCO BR RODAPE 45;BRILHANTE;El.Artistica SC;Mohawk (SC);322571;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8010087;FORMA ALPE BR RODAPE 8,5X45;FP;pc;MONOQUEIMA;Nao;8,5X45;FORMA ALPE BR RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8006550;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8010009;FORMA ALPE MA RODAPE 8,5X45;FP;pc;MONOQUEIMA;Nao;8,5X45;FORMA ALPE MA RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8006551;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8013682;FORMA BEGE AC RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;FORMA BEGE AC RODAPE 45;ACETINADO;El.Artistica SC;Mohawk (SC);8006106;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8010010;FORMA BEGE BR RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;FORMA BEGE BR RODAPE 45;BRILHANTE;El.Artistica SC;Mohawk (SC);8019417;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8010011;FORMA BRANCO AC RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;FORMA BRANCO AC RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8019418;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8010012;FORMA BRANCO BR RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;FORMA BRANCO BR RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8019419;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
